-0.01	-0.001533	-3.066178
0	-0.001533	-3.066178
0.01	-0.001533	-3.066178
0.02	-0.001533	-3.066178
0.03	-0.001533	-3.066178
0.04	-0.001533	-3.066178
0.05	-0.001533	-3.066178
0.06	-0.001533	-3.066178
0.07	-0.001533	-3.066178
0.08	-0.001527	-3.053968
0.09	-0.001533	-3.066178
0.1	-0.001533	-3.066178
0.11	-0.001533	-3.066178
0.12	-0.001527	-3.053968
0.13	-0.001527	-3.053968
0.14	-0.001533	-3.066178
0.15	-0.001527	-3.053968
0.16	-0.001521	-3.041758
0.17	-0.001527	-3.053968
0.18	-0.001527	-3.053968
0.19	-0.001527	-3.053968
0.2	-0.001521	-3.041758
0.21	-0.001521	-3.041758
0.22	-0.001527	-3.053968
0.23	-0.001521	-3.041758
0.24	-0.001515	-3.029548
0.25	-0.001515	-3.029548
0.26	-0.001521	-3.041758
0.27	-0.001515	-3.029548
0.28	-0.001515	-3.029548
0.29	-0.001515	-3.029548
0.3	-0.001515	-3.029548
0.31	-0.001509	-3.017338
0.32	-0.001509	-3.017338
0.33	-0.001509	-3.017338
0.34	-0.001503	-3.005128
0.35	-0.001503	-3.005128
0.36	-0.001503	-3.005128
0.37	-0.001503	-3.005128
0.38	-0.001496	-2.992918
0.39	-0.00149	-2.980708
0.4	-0.00149	-2.980708
0.41	-0.00149	-2.980708
0.42	-0.00149	-2.980708
0.43	-0.001484	-2.968498
0.44	-0.001484	-2.968498
0.45	-0.001478	-2.956288
0.46	-0.001472	-2.944078
0.47	-0.001472	-2.944078
0.48	-0.001472	-2.944078
0.49	-0.001466	-2.931868
0.5	-0.00146	-2.919658
0.51	-0.001454	-2.907448
0.52	-0.001454	-2.907448
0.53	-0.001454	-2.907448
0.54	-0.001448	-2.895238
0.55	-0.001442	-2.883028
0.56	-0.001435	-2.870818
0.57	-0.001429	-2.858608
0.58	-0.001429	-2.858608
0.59	-0.001423	-2.846398
0.6	-0.001417	-2.834188
0.61	-0.001411	-2.821978
0.62	-0.001405	-2.809768
0.63	-0.001399	-2.797558
0.64	-0.001393	-2.785348
0.65	-0.00138	-2.760928
0.66	-0.00138	-2.760928
0.67	-0.001368	-2.736508
0.68	-0.001362	-2.724298
0.69	-0.00135	-2.699878
0.7	-0.001338	-2.675458
0.71	-0.001319	-2.638828
0.72	-0.001307	-2.614408
0.73	-0.001277	-2.553358
0.74	-0.001252	-2.504518
0.75	-0.001216	-2.431258
0.76	-0.001179	-2.357998
0.77	-0.001106	-2.211477
0.78	-0.001057	-2.113797
0.79	-0.000965	-1.930037
0.8	-0.000886	-1.772371
0.81	-0.000752	-1.503482
0.82	-0.000648	-1.296926
0.83	-0.000498	-0.995037
0.84	-0.0004	-0.800703
0.85	-0.000263	-0.525703
0.86	-0.000185	-0.369258
0.87	-9.161298E-5	-0.183226
0.88	-4.761294E-5	-0.095226
0.89	3.452283E-6	0.006905
0.9	2.828714E-5	0.056574
0.91	5.700939E-5	0.114019
0.92	7.503719E-5	0.150074
0.93	0.0001	0.200308
0.94	0.00012	0.239409
0.95	0.00015	0.30052
0.96	0.000171	0.342076
0.97	0.000207	0.414187
0.98	0.000232	0.464298
0.99	0.000272	0.544965
1	0.000302	0.604854
1.01	0.000348	0.696521
1.02	0.000383	0.766187
1.03	0.000437	0.874965
