-0.01	-0.003743	-7.486203
0	-0.003743	-7.486203
0.01	-0.003743	-7.486203
0.02	-0.003743	-7.486203
0.03	-0.003743	-7.486203
0.04	-0.003743	-7.486203
0.05	-0.003737	-7.473993
0.06	-0.003737	-7.473993
0.07	-0.003737	-7.473993
0.08	-0.003737	-7.473993
0.09	-0.003731	-7.461783
0.1	-0.003731	-7.461783
0.11	-0.003731	-7.461783
0.12	-0.003731	-7.461783
0.13	-0.003725	-7.449573
0.14	-0.003725	-7.449573
0.15	-0.003725	-7.449573
0.16	-0.003719	-7.437363
0.17	-0.003719	-7.437363
0.18	-0.003719	-7.437363
0.19	-0.003713	-7.425153
0.2	-0.003713	-7.425153
0.21	-0.003713	-7.425153
0.22	-0.003706	-7.412943
0.23	-0.003706	-7.412943
0.24	-0.0037	-7.400733
0.25	-0.0037	-7.400733
0.26	-0.003694	-7.388523
0.27	-0.003694	-7.388523
0.28	-0.003688	-7.376313
0.29	-0.003682	-7.364103
0.3	-0.003682	-7.364103
0.31	-0.003676	-7.351893
0.32	-0.00367	-7.339683
0.33	-0.003664	-7.327473
0.34	-0.003658	-7.315263
0.35	-0.003652	-7.303053
0.36	-0.003652	-7.303053
0.37	-0.003645	-7.290842
0.38	-0.003639	-7.278632
0.39	-0.003633	-7.266422
0.4	-0.003627	-7.254212
0.41	-0.003621	-7.242002
0.42	-0.003615	-7.229792
0.43	-0.003603	-7.205372
0.44	-0.003597	-7.193162
0.45	-0.00359	-7.180952
0.46	-0.003584	-7.168742
0.47	-0.003572	-7.144322
0.48	-0.003566	-7.132112
0.49	-0.003554	-7.107692
0.5	-0.003548	-7.095482
0.51	-0.003536	-7.071062
0.52	-0.003523	-7.046642
0.53	-0.003517	-7.034432
0.54	-0.003505	-7.010012
0.55	-0.003493	-6.985592
0.56	-0.003481	-6.961172
0.57	-0.003468	-6.936752
0.58	-0.003456	-6.912332
0.59	-0.003444	-6.887912
0.6	-0.003432	-6.863492
0.61	-0.003413	-6.826862
0.62	-0.003401	-6.802442
0.63	-0.003377	-6.753602
0.64	-0.003358	-6.716972
0.65	-0.00334	-6.680342
0.66	-0.003316	-6.631502
0.67	-0.003285	-6.570452
0.68	-0.003261	-6.521612
0.69	-0.003218	-6.436142
0.7	-0.003188	-6.375092
0.71	-0.00312	-6.240781
0.72	-0.003072	-6.143101
0.73	-0.002974	-5.947741
0.74	-0.002895	-5.789011
0.75	-0.00276	-5.520391
0.76	-0.002638	-5.27619
0.77	-0.002437	-4.87326
0.78	-0.002284	-4.56801
0.79	-0.002021	-4.042979
0.8	-0.001826	-3.652259
0.81	-0.001539	-3.078388
0.82	-0.001332	-2.663248
0.83	-0.001039	-2.077167
0.84	-0.000862	-1.724704
0.85	-0.000594	-1.188148
0.86	-0.00044	-0.880148
0.87	-0.000241	-0.481703
0.88	-0.000143	-0.286147
0.89	-3.697959E-5	-0.073959
0.9	1.545379E-5	0.030908
0.91	7.491496E-5	0.14983
0.92	0.000107	0.214363
0.93	0.000152	0.304187
0.94	0.000183	0.36652
0.95	0.000228	0.455743
0.96	0.000263	0.525409
0.97	0.000316	0.631743
0.98	0.000354	0.707521
0.99	0.000414	0.828521
1	0.00046	0.920188
1.01	0.00053	1.060743
1.02	0.000578	1.156077
1.03	0.000657	1.314966
1.04	0.000716	1.431077
